"Nombre";"alcohol (etanol) (g)";"energía, total (kJ (kcal))";"grasa, total (lipidos totales) (g)";"proteina, total (g)";"agua (humedad) (g)";"fibra, dietetica total (g)";"carbohidratos (g)";"ácido graso 22:6 n-3 (ácido docosahexaenóico) (-)";"ácidos grasos, monoinsaturados totales (g)";"ácidos grasos, poliinsaturados totales (g)";"ácidos grasos saturados totales (g)";"ácido graso 12:0 (láurico) (-)";"ácido graso 14:0 (ácido mirístico) (g)";"ácido graso 16:0 (ácido palmítico) (g)";"ácido graso 18:0 (ácido esteárico) (g)";"ácido graso 18:1 n-9 cis (ácido oléico) (g)";"colesterol (mg)";"ácido graso 18:2 (g)";"ácido graso 18:3 (g)";"ácido graso 20:4 n-6  (ácido araquidónico) (-)";"ácido graso 20:5 (ácido eicosapentaenóico) (-)";"Vitamina A equivalentes de retinol de actividades de retinos y carotenoides (ug)";"Vitamina D (ug)";"Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E (mg)";"folato, total (ug)";"equivalentes de niacina, totales (mg)";"riboflavina (mg)";"tiamina (mg)";"Vitamina B-12 (ug)";"Vitamina B-6, Total (mg)";"Vitamina C (ácido ascórbico) (mg)";"calcio (mg)";"hierro, total (mg)";"potasio (mg)";"magnesio (mg)";"sodio (mg)";"fósforo (mg)";"ioduro (ug)";"selenio, total (ug)";"zinc (cinc) (mg)"
"Papaya, cruda";"0";"139 (33)
							";"traza";"0.5";"89.4";"1.9";"7.6";"-";"traza";"traza";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"52";"0";"0.01";"45";"0.3";"0.03";"0.03";"0";"0.02";"64";"20";"0.4";"214";"13";"3";"11";"1";"0.6";"0.12"
"Paraguaya";"0";"192 (46)
							";"0.1";"0.9";"86.6";"2.2";"10.2";"-";"0.0334";"0.049";"0.011";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"8.67";"0";"0.5";"9";"0.8";"0.04";"0.02";"0";"0.03";"37";"7";"0.4";"170";"10";"1";"22";"3";"1";"0.1"
"Pasta alimenticia, con huevo, cruda";"0";"1561 (375)
							";"4.1791";"13.5";"9.7";"2.8";"69.2";"-";"1.5";"0.38";"0.92";"-";"-";"-";"-";"-";"30";"-";"-";"-";"-";"16.5";"0.13";"0.15";"29";"2.2";"0.1";"0.22";"0.2";"0.12";"0";"31";"1.9";"232";"60";"23";"213";"10";"20";"1.3"
"Pasta alimenticia, con huevo, hervida";"0";"524 (126)
							";"1.4925";"4.7";"70";"1";"22.9";"-";"0.5";"0.2";"0.3";"-";"-";"-";"-";"-";"8";"-";"-";"-";"-";"4";"0.7";"0.05";"7";"0.4";"0.02";"0.03";"0.09";"0.04";"0";"10";"0.4";"23";"12";"2";"45";"2.9";"1.9";"0.3"
"Pasta alimenticia, con vegetales, cruda";"0";"1417 (340)
							";"2";"12";"13";"6";"67";"-";"traza";"traza";"0.5";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"8";"0";"0.1";"17";"10.1";"0.53";"1";"0";"0.13";"0";"34";"4.3";"285";"46";"0.01";"116";"10";"62.2";"0.76"
"Pasta alimenticia, cruda";"0";"1471 (353)
							";"1.4478";"12.5";"9.5";"5";"70.9";"-";"0.15";"0.63";"0.19";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"traza";"28";"2.5";"0.04";"0.15";"0";"0.08";"0";"24";"1.8";"236";"55";"5";"167";"10";"62.2";"1.5"
"Pasta alimenticia, integral, cruda";"0";"1446 (347)
							";"2.5";"13.4";"0";"11.5";"66.2";"-";"0.3";"1.1";"0.4";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0.25";"0";"6.2";"0.14";"0.49";"0";"0.22";"0";"40";"3.63";"215";"143";"8";"258";"1.9";"73";"2.37"
"Pasta alimenticia, integral, hervida";"0";"508 (122)
							";"0.9";"4.7";"63.7";"4";"23.2";"-";"0.1";"0.4";"0.1";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0.01";"5";"1.3";"0.04";"0.11";"0";"0.08";"0";"15";"1.06";"44";"30";"3";"89";"1.9";"25.9";"0.81"
"Pasta alimenticia, rellena con carne, hervida";"0";"420 (101)
							";"3.3682";"4.7";"77.2";"1.8";"12.7";"-";"1.6";"0.32";"1.3";"-";"-";"-";"-";"-";"23";"-";"-";"-";"-";"25";"0.1";"0.3";"10";"1.6";"0.06";"0.12";"traza";"0.2";"0";"20";"1.3";"163";"18";"444";"70";"10";"20";"0.5"
"Pasta de fruta";"0";"1074 (258)
							";"0";"1";"33.6";"3.2";"62.2";"-";"0";"0";"0";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0.1";"0.01";"0.01";"0";"traza";"0";"4";"0.3";"90";"3";"1";"6";"";"";"0.1"
"Pasta de sésamo";"0";"2471 (593)
							";"58";"18.2";"4.7";"7.9";"0.9";"-";"21.7";"25.5";"8.3";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"12";"0";"2.53";"97";"5";"0.17";"0.93";"0";"0.75";"0";"670";"10.4";"570";"370";"20";"720";"";"";"5.3"
"Pastas de te";"0";"1450 (348)
							";"8.3";"8.9";"27";"";"58.3";"-";"";"1.29";"";"1.33";"0.622";"6.945";"2.331";"9.099";"20";"1.984";"0.082";"-";"-";"";"0";"";"40";"3.8";"0.17";"0.2";"traza";"0.06";"traza";"98";"2.9";"240";"32";"300";"110";"";"";"0.8"
"Pastel";"0";"1672 (401)
							";"20.2";"5.2";"24.2";"1.2";"49.2";"-";"6.25";"1.21";"7.38";"0.173";"1.503";"4.585";"1.51";"2.747";"";"0.718";"0.087";"-";"-";"220";"1";"";"6";"1.5";"0.08";"0.03";"traza";"";"traza";"48";"1.2";"";"16";"";"";"";"";"0.4"
"Pastel con fruta confitada";"0";"1537 (369)
							";"13";"5.1";"21.6";"1";"57";"0.001";"3.8";"0.64";"8";"0";"0.02";"0.743";"0.267";"4.1";"113";"2.959";"0.336";"0.003";"0";"135";"0.45";"0.43";"8";"0.86";"0.1";"0.1";"1";"0.12";"traza";"32";"1.5";"227";"16";"215";"102";"12.1";"2";"0.5"
"Pastel de chocolate";"0";"1832 (440)
							";"27.9417";"5.187";"22.979";"1.838";"41.77";"-";"8.7424";"1.0425";"16.9274";"0.146";"0.62";"7.861";"2.021";"11.203";"147.77";"2.607";"0.272";"-";"-";"219.732";"0.698";"0.876";"26.38";"0.2062";"0.1497";"0.0453";"0.4";"0.0596";"0";"31.604";"1.3716";"142.4";"34.831";"40.03";"107.171";"15.7";"8.3";"0.4105"
"Pastel de manzana";"0";"1598 (383)
							";"15.2";"3.5";"22.2";"2.1";"57.4";"0";"4.2";"0.6";"8.9";"0.021";"0.126";"2.062";"1.534";"4.109";"60";"2.066";"0.123";"0";"0";"37";"0.34";"0.52";"7";"0.9";"0.03";"0.1";"0";"0.07";"7";"82";"4";"117";"35";"626";"87";"5";"1";"2"
"Patata, asada";"0";"860 (206)
							";"0.1";"4.29";"47.31";"7.9";"46.06";"-";"0.002";"0.043";"0.026";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"1";"0";"0.04";"22";"3.065";"0.106";"0.122";"0";"0.614";"13.5";"34";"7.04";"573";"0.616";"21";"101";"2.6";"0.7";"0.49"
"Patata, cruda";"0";"303 (73)
							";"0.2";"2.2";"80.6";"1.7";"15.2";"-";"traza";"0.11";"0.03";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0.06";"16";"1.15";"0.04";"0.1";"0";"0.3";"19";"11";"0.7";"525";"20";"15";"46";"2.6";"1.5";"0.3"
"Patata, frita con aceite s/e, sin sal";"0";"1208 (290)
							";"17.125";"3.8";"46";"3";"30";"-";"3.23";"8.81";"1.66";"0.0816";"0.2856";"5.692";"2.754";"6.161";"0";"0.918";"0.0408";"-";"-";"traza";"0";"0.7";"40";"1.6";"0.04";"0.12";"0";"0.19";"12";"15";"0.9";"700";"35";"10";"73";"1";"0.6";"0.6"
"Patata, hervida";"0";"313 (75)
							";"0.2";"2.38";"79.39";"1.8";"15.62";"-";"traza";"0.11";"0.05";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0.05";"8.33";"1.07";"0.03";"0.08";"0";"0.19";"12.15";"6.84";"0.68";"413.25";"15.92";"7.25";"47.5";"3.5";"1.31";"0.24"
"Patata, prefrita, congelada";"0";"1127 (270)
							";"13.5";"4.1";"46.1";"3.5";"32.79";"-";"6.7";"4.9";"1.2";"0.036";"0.141";"5.428";"1.098";"2.582";"0";"0.205";"0.026";"-";"-";"traza";"0";"0.9";"30";"3.1";"0.08";"0.16";"0";"0.46";"16";"15";"0.9";"710";"33";"29";"120";"7";"2";"0.6"
"Patata, salteada con aceite girasol";"0";"561 (135)
							";"7.838";"1.946";"74.75";"1.472";"13.992";"-";"1.8914";"3.9857";"1.7893";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"1.6849";"0";"3.4552";"11.96";"0.9206";"0.028";"0.0922";"0";"0.2394";"9.2";"6.74";"0.648";"483.26";"19.36";"6.68";"42.8";"1";"0.6";"0.279"
"Patatas chips, ""lights""";"0";"1914 (459)
							";"22.25";"7.05";"1.1";"8.85";"57.0991";"-";"8.1812";"6.7495";"6.3404";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0.3333";"0";"1.77";"41";"5";"0.14";"0.19";"0";"0.53";"14";"36";"1.8";"1060";"48";"885";"130";"2.6";"8.1";"0.9"
"Patatas, fritas, chips";"0";"2243 (538)
							";"34.9";"6.5";"1.7";"4";"49.5";"-";"11.08";"14.52";"7.7";"0.035";"0.141";"6.371";"1.901";"10.243";"0";"14.819";"1.302";"-";"-";"0";"0";"4";"43";"4";"0.1";"0.17";"0";"0.7";"10";"37";"2";"1190";"50";"700";"130";"6";"2.3";"0.7"
"Pate de higado de cerdo, 30% de grasa";"0";"1415 (339)
							";"29.5";"14";"51.5";"0";"5";"0.002";"12.41";"3.59";"10.48";"0.009";"0.243";"4.98";"2.805";"9.873";"255";"3.165";"0.232";"0.216";"0.037";"8300";"0.3";"0.5";"99";"7.1";"0.85";"0.18";"12";"0.35";"traza";"23";"5.5";"173";"12";"738";"220";"6.3";"41.6";"2.3"
"Paté de pimienta";"0";"1208 (290)
							";"28";"11.9";"48.8";"0";"11.3";"-";"12.84";"3.02";"10.48";"0.035";"0.398";"6.732";"3.44";"10.293";"96";"3.487";"0.224";"0.112";"-";"5835.7";"0.9";"1.6";"103";"4";"0.8";"0.06";"6.3";"0.13";"1";"38";"3.5";"93";"11";"660";"145";"36.2";"25.7";"2.9"
"Pato, entero, asado";"0";"789 (189)
							";"9.8413";"25";"64.2";"0";"0";"-";"5.4";"1.2";"2.7";"-";"-";"-";"-";"-";"120";"-";"-";"-";"-";"23.0017";"1";"0.02";"10";"5.1";"0.47";"0.26";"1.2";"0.25";"0";"13";"2.7";"260";"20";"85";"200";"1.2";"24";"0.31"
"Pato, entero, crudo";"0";"575 (138)
							";"6.5";"19.7";"73.8";"0";"0";"-";"3.2";"1";"2";"-";"-";"-";"-";"-";"110";"-";"-";"-";"-";"24";"1";"0.02";"25";"5.3";"0.3";"0.1";"3";"0.34";"3";"10";"2";"280";"15";"80";"200";"1.2";"13.9";"2.8"
"Pavo, crudo";"0";"658 (158)
							";"8.5";"20.18";"71.3";"0";"0";"-";"2.987";"2.435";"2.173";"-";"-";"-";"-";"-";"74";"-";"-";"-";"-";"13";"traza";"traza";"16";"10.567";"0.18";"0.1";"2";"0.46";"0";"15";"0.98";"247";"20";"63";"175";"2";"28.6";"2.4"
"Pavo, fiambre";"0";"615 (148)
							";"9.4";"15.3";"74.07";"0";"0.4";"-";"3.146";"2.342";"2.783";"-";"-";"-";"-";"-";"76";"-";"-";"-";"-";"0";"traza";"traza";"traza";"traza";"traza";"traza";"traza";"traza";"0";"40";"1.25";"216";"22";"1004";"266";"2";"traza";"2.32"
"Pavo, fiambre, bajo en grasa";"0";"419 (101)
							";"0.8";"19.3";"77.5";"0";"3.6";"-";"0.239";"0.143";"0.234";"-";"-";"-";"-";"-";"40";"-";"-";"-";"-";"0";"traza";"traza";"traza";"traza";"traza";"traza";"traza";"traza";"0";"15";"1.11";"262";"28";"1180";"276";"2";"traza";"1"
"Pavo, muslo, con piel, crudo";"0";"631 (151)
							";"8.3598";"18.9";"71.5";"0";"0";"-";"3";"2.3";"2.6";"-";"-";"-";"-";"-";"72";"-";"-";"-";"-";"traza";"traza";"traza";"10";"2.9";"0.2";"0.07";"0.38";"0.32";"0";"13";"1.5";"201";"27";"71";"211";"2";"26.5";"1.6"
"Pavo, pechuga, con piel, crudo";"0";"447 (107)
							";"0.99";"24.12";"74.9";"0";"traza";"-";"0.223";"0.235";"0.358";"-";"-";"-";"-";"-";"45";"-";"-";"-";"-";"2";"traza";"0";"7";"11.567";"0.081";"0.047";"0.52";"0.46";"0";"8";"1";"333";"20";"46";"210";"2";"22.4";"1.8"
"Pavo, pechuga, sin piel, a la plancha";"0";"606 (145)
							";"2.6455";"29.9";"66.9";"0";"0";"-";"0.6";"0.9";"1";"-";"-";"-";"-";"-";"69";"-";"-";"-";"-";"0.0017";"0";"0.2";"8";"6.8";"0.13";"0.06";"0.37";"0.54";"0";"11";"1.4";"267";"21";"156";"170";"2";"22.4";"2.1"
"Pepinillos en vinagre";"0";"66 (16)
							";"0.1";"1.04";"91.7";"1.2";"2.6";"-";"0.002";"0.04";"0.03";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"13";"0";"0.16";"6";"0.2";"0.022";"0.003";"0";"0.38";"1";"30";"1.6";"110";"11";"960";"30";"0";"0";"0.3"
"Pepino";"0";"50 (12)
							";"0.1";"0.7";"95.7";"0.8";"2";"-";"traza";"traza";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"2";"0";"0.09";"13";"0.23";"0.02";"0.02";"0";"0.04";"5";"19";"0.3";"150";"12";"3";"23";"0.3";"0.8";"0.1"
"Pera";"0";"187 (45)
							";"traza";"0.4";"86.7";"2.3";"10.6";"-";"0.022";"0.044";"0.014";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"1";"0";"traza";"11";"0.2";"0.03";"0.03";"0";"0.02";"3";"12";"0.2";"130";"7";"2";"17.5";"2";"traza";"0.14"
"Pera, enlatada en almíbar";"0";"257 (62)
							";"0.2";"0.2";"83.3";"1.7";"14.5";"-";"0.02";"0.023";"0.007";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"1.7";"0";"0.2";"2";"0.2";"0.02";"0.01";"0";"0.02";"1";"6";"0.3";"66";"4";"5";"7";"traza";"0.4";"0.1"
"Perca, al horno";"0";"408 (98)
							";"1.1";"21.6";"77.4";"0";"0";"-";"0.17";"0.4";"0.2";"-";"-";"-";"-";"-";"93";"-";"-";"-";"-";"3.0017";"0.01";"0.01";"3";"0.01";"0.12";"0.06";"0.01";"0.01";"0";"60";"1.1";"290";"32";"73";"227";"18";"16.1";"0.3"
"Perca, cruda";"0";"375 (90)
							";"1.6";"18.6";"79.8";"0";"0";"-";"0.63";"0.43";"0.24";"-";"-";"-";"-";"-";"42";"-";"-";"-";"-";"7";"8";"1.25";"9";"1.74";"0.11";"0.11";"1";"0.23";"0.8";"20";"0.3";"330";"20";"47";"198";"18";"43.3";"0.48"
"Percebe";"0";"250 (60)
							";"0.5";"13.6";"85.9";"0";"0";"-";"0.01";"0.01";"0.01";"-";"-";"-";"-";"-";"14";"-";"-";"-";"-";"traza";"traza";"0.85";"7";"3";"0.6";"0.3";"15";"0.22";"0";"126";"0.3";"330";"94";"18";"157";"58";"28.8";"0.5"
"Perdiz, cruda";"0";"466 (112)
							";"2.32";"22.37";"75.3";"0";"0";"-";"0.595";"0.55";"0.77";"-";"-";"-";"-";"-";"76";"-";"-";"-";"-";"73";"0";"0.01";"8";"11.95";"0.175";"0.135";"0.43";"0.67";"6.1";"15";"4";"281";"31";"47";"179";"2";"16.6";"0.1"
"Perejil, fresco";"0";"145 (35)
							";"1.3";"3";"88";"5";"2.7";"-";"traza";"traza";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"673";"0";"1.7";"170";"1.5";"0.05";"0.23";"0";"0.09";"190";"200";"7.7";"760";"23";"33";"64";"6";"1.4";"0.7"
"Pescadilla, congelada, cruda";"0";"231 (55)
							";"0.836";"11.75";"86.1";"0";"0";"-";"0.26";"0.31";"0.22";"-";"-";"-";"-";"-";"19";"-";"-";"-";"-";"traza";"traza";"0.36";"15.4";"6.9";"0.07";"0.09";"0.97";"0.1";"0.96";"46.7";"0.85";"270";"30.5";"100";"190";"10";"15";"0.97"
"Pescadilla, rebozada en harina, frita";"0";"739 (177)
							";"10.2857";"18.1";"67";"0.1";"3";"-";"3";"2.7";"1.5";"-";"-";"-";"-";"-";"110";"-";"-";"-";"-";"traza";"traza";"0.4";"13";"1.9";"0.06";"0.07";"1";"0.22";"0";"48";"0.7";"320";"33";"130";"260";"10";"15";"0.38"
"Pescado, genérico";"0";"401 (96)
							";"1.6";"20.1";"74.43";"0";"0";"-";"0.71";"1.27";"3.69";"-";"-";"-";"-";"-";"53.6";"-";"-";"-";"-";"22.75";"7.73";"0.918";"11.67";"7.88";"0.16";"0.092";"2.58";"0.57";"0";"23.2";"0.8";"322.2";"28.2";"85.8";"220.4";"40.4";"24.7";"0.5"
"Petit líquido, sabor fresa";"0";"331 (79)
							";"1";"2.8";"81.6";"0.1";"14.5";"-";"0.3";"0";"0.6";"-";"-";"1.545";"-";"-";"2.5";"-";"-";"-";"-";"9.9";"0";"0";"1.7";"0.1";"0.17";"0.03";"0.17";"0.02";"0.2";"102";"0.1";"126";"10";"41";"80";"8";"0.4";"0.3"
"Petit suïsse, cereales y fruta";"0";"692 (166)
							";"7.8";"7.2";"68.4";"0.07";"16.5";"-";"1.03";"0.1";"2.27";"0.16";"0.532";"1.545";"0.636";"0.948";"10";"0.099";"0.022";"0.005";"0.002";"64.2";"0.18";"0.12";"4";"0.1";"0.14";"0.03";"0.3";"0.05";"traza";"96";"0.2";"120";"13";"40";"175";"8";"0.4";"0.3"
"Petit suisse, chocolate";"0";"730 (175)
							";"6.4";"4.3";"64.6";"0";"24.7";"-";"1.14";"0.12";"2.54";"0.16";"0.532";"1.545";"0.636";"0.948";"11";"0.099";"0.022";"0.005";"0.002";"40.5";"0.3";"0.1";"3";"0.2";"0.14";"0.04";"0.3";"0.57";"0";"96";"0.2";"117";"15";"38";"77";"8";"0.4";"0.3"
"Petit suisse, fresa";"0";"532 (128)
							";"3.5";"7";"72.7";"0.1";"16.7";"-";"1.14";"0.12";"2.54";"0.16";"0.532";"1.545";"0.636";"0.948";"11";"0.099";"0.022";"0.005";"0.002";"29.2";"0.09";"0.1";"4.5";"0.2";"traza";"0.04";"0.2";"0.04";"0";"120";"0.1";"109";"13";"35";"81";"8";"0.4";"0.2"
"Petit Suisse, natural azucarado";"0";"508 (122)
							";"3.75";"7.3333";"72.4333";"0";"14.3667";"-";"1.14";"0.12";"2.54";"0.16";"0.532";"1.545";"0.636";"0.948";"11.3";"0.099";"0.022";"0.005";"0.002";"31";"0.1";"0.1";"3.35";"0.2";"0.23";"0.04";"0.295";"0.045";"0";"120";"0.1";"157";"12.9";"55.5";"108.5";"8";"0.4";"0.4"
"Pez espada, crudo";"0";"461 (111)
							";"4.2";"18";"75.1";"0";"0";"1.656";"1.7794";"1.0048";"0.9479";"-";"-";"-";"-";"-";"40";"0.043";"0.058";"0.13";"0.288";"40";"7.2";"1";"2";"9";"0.135";"0.105";"4";"0.465";"traza";"7.5";"0.65";"346";"27";"116";"261";"2";"48.1";"0.7"
"Pez espada, emperador, plancha";"0";"616 (148)
							";"8.71";"16.01";"73.98";"0.02";"1.28";"-";"4.14";"1.3";"1.57";"-";"-";"-";"-";"-";"36.45";"-";"-";"-";"-";"43";"0";"0.24";"2";"8.45";"0.05";"0.05";"4.67";"0.48";"0.2";"20.02";"0.91";"332.94";"54.5";"95.81";"475.57";"0.56";"0";"0.4"
"Pichón, sin piel, asado";"0";"740 (178)
							";"3";"37";"58";"0";"0";"-";"1.1";"0.64";"0.78";"-";"-";"-";"-";"-";"75";"-";"-";"-";"-";"7.0017";"0.2";"traza";"8";"7";"0.15";"0.3";"0.8";"0.8";"0";"15";"20";"400";"35";"100";"400";"2";"16";"0.7"
"Pijota, cruda";"0";"269 (65)
							";"1.8";"11.93";"86.3";"0";"0";"-";"0.43";"0.46";"0.35";"-";"-";"-";"-";"-";"67";"-";"-";"-";"-";"traza";"traza";"0.35";"12.3";"8.53";"0.09";"0.09";"1.1";"0.16";"0";"33.1";"1.1";"294";"25.1";"101";"142";"27";"36";"0.37"
"Pimentón, en polvo";"0";"1379 (331)
							";"13";"14.8";"11.24";"20";"38";"-";"1.695";"7.766";"2.14";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"6042";"0";"9";"0";"18.4";"1.74";"0.65";"0";"2.141";"0";"180";"23.6";"2340";"190";"34";"350";"-";"4";"4.1"
"Pimienta, blanca";"0";"970 (232)
							";"2.1";"10.4";"17";"26.2";"42.4";"-";"0.79";"0.62";"0.63";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"2.5";"10";"0.2";"0.13";"0.02";"0";"0.34";"21";"266";"14.3";"73";"90";"5";"176";"-";"3";"1.1"
"Pimienta, negra";"0";"961 (230)
							";"3.3";"11";"18";"26.5";"38.3";"-";"1.01";"1.13";"0.98";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"19";"0";"1.03";"10";"1.1";"0.24";"0.11";"0";"0.34";"21";"437";"28.9";"1259";"194";"44";"173";"-";"3";"1.42"
"Pimiento morrón, en conserva";"0";"123 (30)
							";"0.4";"1.19";"91.7";"1.5";"5.2";"-";"0.013";"0.2";"0.1";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"375";"0";"0.9";"11";"1.1";"0.03";"0.01";"0";"0.31";"81";"9";"0.3";"180";"14";"70";"26";"0.4";"0.3";"0.2"
"Pimiento rojo, crudo";"0";"121 (29)
							";"0.6";"1.3";"92.2";"1.8";"4.5";"-";"0.04";"0.26";"0.14";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"90";"0";"0.86";"23";"0.1";"0.01";"0.04";"0";"0.3";"152";"9";"0.4";"155";"8";"6";"15";"0.78";"0.1";"0.1"
"Pimiento, frito";"0";"84 (20)
							";"0.2";"0.88";"93.8";"1.4";"3.63";"-";"0.01";"0.1";"0.04";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"59.06";"0";"0.78";"16.25";"0.77";"0.03";"0.04";"0";"0.19";"88.43";"11.76";"0.49";"205.8";"13.23";"3.92";"24.5";"traza";"traza";"0.2"
"Piña";"0";"204 (49)
							";"traza";"0.5";"86.8";"1.2";"11.5";"-";"0.1";"0.1";"0";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"10";"0";"0.1";"11";"0.3";"0.02";"0.07";"0";"0.09";"20";"12";"0.5";"250";"14";"2";"11";"4.3";"traza";"0.15"
"Piña en almíbar";"0";"272 (65)
							";"0.11";"0.375";"83.3";"0.82";"15.4";"-";"0.013";"0.04";"0.009";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"2";"0";"0.06";"3";"0.437";"0.01";"0.07";"0";"0.07";"7.5";"9.3";"0.31";"100";"9.6";"1.4";"5.6";"traza";"0.4";"0.09"
"Piña, enlatada en su jugo";"0";"206 (50)
							";"traza";"0.3";"86.8";"0.8";"11.8447";"-";"traza";"traza";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"2";"0";"0.05";"1";"0.2";"0.01";"0.09";"0";"0.09";"11";"8";"0.5";"71";"13";"1";"5";"traza";"0.4";"0.1"
"Piñon";"0";"2844 (683)
							";"62.61";"14";"11.5";"1.9";"4";"0";"16.34";"27.29";"9.88";"-";"0";"3.36";"1.87";"18.3";"0";"26.66";"0.46";"0";"0";"1.6";"0";"13.7";"58";"6.9";"0.19";"0.73";"0";"0.11";"traza";"11";"5.6";"780";"270";"1";"650";"0.2";"2";"6.5"
"Piñón, crudo, con cáscara";"0";"2843 (682)
							";"68.6";"14";"2.74";"8.5";"3.9";"0";"19.9";"41.2";"4.6";"0";"0";"3.36";"1.87";"18.3";"0";"26.66";"0.46";"0";"0";"1.67";"0";"13.65";"58";"6.767";"0.19";"0.73";"0";"0.11";"2";"11";"5.6";"780";"270";"1";"650";"0.2";"2";"6.5"
"Pipa de calabaza";"0";"2511 (603)
							";"47.33";"30.23";"5.23";"6";"10.71";"-";"12.11";"20.69";"8.84";"-";"0.09";"5.74";"2.82";"12.1";"0";"20.65";"0.13";"-";"-";"0.4";"0";"2.18";"0";"11.4";"0.153";"0.273";"0";"0.143";"1.9";"46";"8.82";"809";"592";"7";"1233";"traza";"9.4";"7.81"
"Pipa de girasol";"0";"2390 (574)
							";"43";"27";"7.3";"2.7";"20";"0";"13.7";"21.52";"5.63";"0";"0.051";"2.808";"2.212";"9.399";"0";"32.78";"0.069";"0";"0";"3";"0";"37.8";"238";"9.1";"0.19";"1.6";"0";"0.77";"0";"110";"6.4";"710";"390";"3";"651";"traza";"49";"5.1"
"Pipas de girasol, peladas, con sal";"0";"2612 (627)
							";"56.8";"17.25";"0.9";"11.5";"12.8";"0";"10.841";"37.469";"5.953";"0";"0.058";"3.202";"2.522";"10.72";"0";"37.39";"0.079";"0";"0";"0";"0";"37.8";"238";"8.181";"0.285";"0.325";"0";"0.805";"1.4";"57";"6.81";"491";"129";"613";"1158";"traza";"62.2";"5.3"
"Pistacho";"0";"2475 (594)
							";"49.2";"17.6";"8.6";"6.5";"15.7";"-";"26.35";"15.63";"6.21";"-";"0.04";"4.88";"0.5";"27.19";"0";"15.37";"0.24";"-";"-";"25";"0";"5.2";"58";"1.45";"0.2";"0.69";"0";"1.27";"0";"180";"7.2";"811";"122";"16";"390";"traza";"3";"2.8"
"Pizza, precocinada";"0";"879 (211)
							";"9.8";"8.2";"56";"1.7";"22.2";"-";"3.21";"1.99";"4.12";"0.1764";"0.5096";"2.421";"1.029";"2.901";"16";"2.009";"0.0392";"-";"-";"90";"traza";"0.54";"24";"1.4";"0.23";"0.25";"0.3";"0.11";"3";"118";"1.3";"201";"19";"520";"179";"7.1";"4.6";"0.9"
"Plátano";"0";"372 (89)
							";"0.3";"1.2";"75.1";"3.4";"20";"-";"0.04";"0.09";"0.11";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"18";"0";"0.2";"22";"0.8";"0.07";"0.06";"0";"0.51";"10";"9";"0.6";"350";"38";"1";"28";"2";"1";"0.23"
"Platija, al vapor";"0";"425 (102)
							";"2.7471";"19";"78";"0";"0";"-";"1.1538";"0.3846";"0.3846";"-";"-";"-";"-";"-";"80";"-";"-";"-";"-";"traza";"traza";"0.4";"11";"3.2";"0.15";"0.3";"2";"0.5";"0";"35";"0.6";"250";"20";"100";"250";"22.7";"27.3";"0.4"
"Platija, cruda";"0";"345 (83)
							";"1.23";"17.6075";"81.2";"0";"0";"0.126";"0.1334";"0.4346";"0.2883";"-";"0.003";"0.081";"0.048";"0.039";"48";"0.003";"0.001";"0.005";"0.037";"traza";"traza";"0.36";"11";"6.3";"0.21";"0.14";"1";"0.25";"traza";"27";"0.4";"300";"23";"92";"190";"28";"36";"0.5"
